facility_id,predicted_satisfaction,actual_satisfaction,rank,priority,feature,shap_impact,recommendation,estimated_impact
,74.98,72.88,3,HIGH,OP_18b,0.2646,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.96,72.88,1,MEDIUM,bed_count,1.6339,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.96,72.88,2,HIGH,hospital_overall_rating,-0.2544,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.96,72.88,3,HIGH,MORT_30_AMI,0.1223,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.62,72.88,1,MEDIUM,bed_count,2.3376,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.62,72.88,2,HIGH,MORT_30_AMI,0.0756,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.62,72.88,3,LOW,deprivation_index,0.0287,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.05,72.88,1,MEDIUM,bed_count,2.5887,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.05,72.88,2,HIGH,hospital_overall_rating,-0.217,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,75.05,72.88,3,HIGH,MORT_30_AMI,0.1233,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,81.28,84.5,1,MEDIUM,bed_count,3.2196,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,81.28,84.5,2,LOW,deprivation_index,0.4289,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,81.28,84.5,3,HIGH,avg_er_wait_minutes,0.2516,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.22,79.12,1,MEDIUM,bed_count,1.872,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.22,79.12,2,HIGH,MORT_30_AMI,0.1373,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.22,79.12,3,HIGH,hospital_overall_rating,-0.1238,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.31,71.75,1,MEDIUM,bed_count,1.7037,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.31,71.75,2,HIGH,hospital_overall_rating,-0.246,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.31,71.75,3,LOW,deprivation_index,0.1129,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.13,72.88,1,MEDIUM,bed_count,2.4022,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.13,72.88,2,LOW,deprivation_index,0.2795,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.13,72.88,3,HIGH,OP_18b,0.21,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.23,72.88,1,MEDIUM,bed_count,1.9834,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.23,72.88,2,HIGH,MORT_30_AMI,0.1799,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.23,72.88,3,HIGH,hospital_overall_rating,-0.1241,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,75.92,88.38,1,MEDIUM,bed_count,2.1518,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.92,88.38,2,HIGH,avg_er_wait_minutes,0.3946,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.92,88.38,3,HIGH,OP_18b,0.2374,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,77.61,80.38,1,MEDIUM,bed_count,2.4258,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.61,80.38,2,LOW,deprivation_index,0.3353,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.61,80.38,3,HIGH,MORT_30_AMI,0.1305,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.81,72.88,1,MEDIUM,bed_count,1.777,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.81,72.88,2,HIGH,avg_er_wait_minutes,0.4193,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.81,72.88,3,HIGH,hospital_overall_rating,-0.179,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,82.09,84.5,1,MEDIUM,bed_count,3.088,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,82.09,84.5,2,LOW,deprivation_index,0.6227,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,82.09,84.5,3,HIGH,avg_er_wait_minutes,0.2081,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,80.52,85.75,1,MEDIUM,bed_count,2.9705,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,80.52,85.75,2,HIGH,hospital_overall_rating,-0.6375,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,80.52,85.75,3,LOW,deprivation_index,0.3069,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.03,72.12,1,MEDIUM,bed_count,2.2265,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.03,72.12,2,HIGH,MORT_30_AMI,0.1719,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.03,72.12,3,HIGH,OP_18b,0.144,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,79.86,81.12,1,MEDIUM,bed_count,2.6054,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.86,81.12,2,HIGH,avg_er_wait_minutes,0.8092,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.86,81.12,3,HIGH,OP_18b,0.3151,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,79.29,81.5,1,MEDIUM,bed_count,2.8207,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.29,81.5,2,HIGH,avg_er_wait_minutes,0.6513,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.29,81.5,3,LOW,deprivation_index,0.2909,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.44,72.88,1,MEDIUM,bed_count,1.5943,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.44,72.88,2,HIGH,hospital_overall_rating,-0.1682,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.44,72.88,3,HIGH,MORT_30_AMI,0.1343,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,76.06,75.88,1,MEDIUM,bed_count,1.9156,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.06,75.88,2,HIGH,avg_er_wait_minutes,0.2256,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,76.06,75.88,3,HIGH,OP_18b,0.197,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.6,78.25,1,MEDIUM,bed_count,1.8275,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.6,78.25,2,HIGH,avg_er_wait_minutes,0.2979,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,76.6,78.25,3,LOW,deprivation_index,0.2745,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.39,72.88,1,MEDIUM,bed_count,1.887,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.39,72.88,2,HIGH,hospital_overall_rating,-0.2323,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.39,72.88,3,HIGH,MORT_30_AMI,0.1106,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,77.61,86.88,1,MEDIUM,bed_count,1.6471,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.61,86.88,2,HIGH,OP_18b,0.4594,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,77.61,86.88,3,HIGH,avg_er_wait_minutes,0.4558,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,77.56,78.5,1,MEDIUM,bed_count,2.695,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.56,78.5,2,HIGH,hospital_overall_rating,-0.1914,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,77.56,78.5,3,LOW,deprivation_index,0.1522,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.11,72.88,1,MEDIUM,bed_count,1.6679,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.11,72.88,2,HIGH,hospital_overall_rating,-0.2206,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.11,72.88,3,HIGH,MORT_30_AMI,0.122,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.55,72.88,1,MEDIUM,bed_count,2.0375,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.55,72.88,2,HIGH,hospital_overall_rating,-0.1864,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.55,72.88,3,HIGH,MORT_30_AMI,0.1284,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.23,75.38,1,MEDIUM,bed_count,1.9913,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.23,75.38,2,HIGH,avg_er_wait_minutes,0.44,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.23,75.38,3,HIGH,OP_18b,0.2701,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,79.21,82.62,1,MEDIUM,bed_count,1.9602,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.21,82.62,2,HIGH,avg_er_wait_minutes,0.5788,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.21,82.62,3,HIGH,OP_18b,0.188,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,75.23,72.88,1,MEDIUM,bed_count,2.0914,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.23,72.88,2,HIGH,avg_er_wait_minutes,0.186,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.23,72.88,3,HIGH,MORT_30_AMI,0.167,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.68,72.88,1,MEDIUM,bed_count,2.0018,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.68,72.88,2,HIGH,avg_er_wait_minutes,0.5825,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.68,72.88,3,HIGH,OP_18b,0.2963,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.16,70.88,1,MEDIUM,bed_count,3.0661,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.16,70.88,2,HIGH,hospital_overall_rating,-2.2881,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,78.16,70.88,3,LOW,deprivation_index,0.3265,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.33,72.88,1,MEDIUM,bed_count,2.0173,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.33,72.88,2,HIGH,avg_er_wait_minutes,0.2912,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.33,72.88,3,HIGH,MORT_30_AMI,0.1603,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,77.56,76.75,1,MEDIUM,bed_count,2.2582,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.56,76.75,2,LOW,deprivation_index,0.2034,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.56,76.75,3,HIGH,MORT_30_AMI,0.059,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.04,72.88,1,MEDIUM,bed_count,1.9291,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.04,72.88,2,HIGH,avg_er_wait_minutes,0.3215,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.04,72.88,3,HIGH,OP_18b,0.1925,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,81.28,84.12,1,MEDIUM,bed_count,2.245,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,81.28,84.12,2,HIGH,avg_er_wait_minutes,0.9807,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,81.28,84.12,3,HIGH,OP_18b,0.6051,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.29,72.88,1,MEDIUM,bed_count,0.642,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.29,72.88,2,LOW,deprivation_index,0.1383,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.29,72.88,3,HIGH,MORT_30_AMI,0.1253,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.65,72.88,1,HIGH,OP_18b,0.2575,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.65,72.88,2,LOW,deprivation_index,0.184,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.65,72.88,3,HIGH,avg_er_wait_minutes,0.1311,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.0,72.88,1,HIGH,OP_18b,0.2331,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.0,72.88,2,LOW,deprivation_index,0.1951,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.0,72.88,3,HIGH,MORT_30_AMI,0.1213,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.51,72.88,1,HIGH,OP_18b,0.2573,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.51,72.88,2,LOW,deprivation_index,0.1743,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.51,72.88,3,HIGH,avg_er_wait_minutes,0.1308,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.37,72.88,1,HIGH,OP_18b,0.254,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.37,72.88,2,LOW,deprivation_index,0.1832,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.37,72.88,3,HIGH,avg_er_wait_minutes,0.1471,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.96,72.88,1,HIGH,OP_18b,0.2439,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.96,72.88,2,LOW,deprivation_index,0.1921,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.96,72.88,3,HIGH,MORT_30_AMI,0.1238,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.63,72.88,1,MEDIUM,bed_count,1.4595,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.63,72.88,2,HIGH,hospital_overall_rating,-0.1807,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.63,72.88,3,HIGH,MORT_30_AMI,0.135,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.81,72.88,1,HIGH,OP_18b,0.2539,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.81,72.88,2,LOW,deprivation_index,0.186,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.81,72.88,3,HIGH,avg_er_wait_minutes,0.1314,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.28,72.88,1,MEDIUM,bed_count,1.6506,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.28,72.88,2,HIGH,hospital_overall_rating,-0.1926,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,74.28,72.88,3,HIGH,MORT_30_AMI,0.1305,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.14,72.88,1,HIGH,OP_18b,0.2251,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.14,72.88,2,LOW,deprivation_index,0.177,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.14,72.88,3,HIGH,MORT_30_AMI,0.1294,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.68,72.88,1,LOW,deprivation_index,0.1346,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.68,72.88,2,HIGH,MORT_30_AMI,0.13,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.68,72.88,3,HIGH,OP_18b,0.124,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.49,72.88,1,HIGH,OP_18b,0.2574,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.49,72.88,2,LOW,deprivation_index,0.1663,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.49,72.88,3,HIGH,avg_er_wait_minutes,0.147,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.94,72.88,1,HIGH,OP_18b,0.2457,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.94,72.88,2,LOW,deprivation_index,0.1912,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.94,72.88,3,HIGH,MORT_30_AMI,0.1211,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.03,72.88,1,MEDIUM,bed_count,0.5812,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.03,72.88,2,HIGH,MORT_30_AMI,0.1476,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.03,72.88,3,LOW,deprivation_index,0.1145,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.29,72.88,1,MEDIUM,bed_count,1.0721,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.29,72.88,2,HIGH,MORT_30_AMI,0.1549,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.29,72.88,3,LOW,deprivation_index,0.1279,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.04,72.88,1,MEDIUM,bed_count,0.6239,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.04,72.88,2,HIGH,MORT_30_AMI,0.1454,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.04,72.88,3,LOW,deprivation_index,0.117,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.41,72.88,1,LOW,deprivation_index,0.1594,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.41,72.88,2,HIGH,OP_18b,0.1503,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.41,72.88,3,HIGH,MORT_30_AMI,0.1319,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.14,72.88,1,HIGH,OP_18b,0.212,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.14,72.88,2,LOW,deprivation_index,0.1679,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.14,72.88,3,HIGH,MORT_30_AMI,0.1061,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.06,72.88,1,HIGH,OP_18b,0.2293,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.06,72.88,2,LOW,deprivation_index,0.1734,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.06,72.88,3,HIGH,MORT_30_AMI,0.104,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.72,72.88,1,HIGH,OP_18b,0.2381,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.72,72.88,2,LOW,deprivation_index,0.1685,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.72,72.88,3,HIGH,avg_er_wait_minutes,0.1062,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.73,72.88,1,HIGH,OP_18b,0.2412,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.73,72.88,2,LOW,deprivation_index,0.1663,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.73,72.88,3,HIGH,avg_er_wait_minutes,0.1075,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.83,72.88,1,HIGH,OP_18b,0.2347,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.83,72.88,2,LOW,deprivation_index,0.1708,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.83,72.88,3,HIGH,MORT_30_AMI,0.1038,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.86,72.88,1,HIGH,OP_18b,0.1592,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.86,72.88,2,HIGH,MORT_30_AMI,0.1274,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.86,72.88,3,LOW,deprivation_index,0.1122,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.96,72.88,1,MEDIUM,bed_count,0.2642,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.96,72.88,2,HIGH,MORT_30_AMI,0.1214,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.96,72.88,3,LOW,deprivation_index,0.0934,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.64,72.88,1,HIGH,OP_18b,0.231,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.64,72.88,2,HIGH,MORT_30_AMI,0.1292,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.64,72.88,3,LOW,deprivation_index,0.1229,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.91,72.88,1,MEDIUM,bed_count,0.8835,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.91,72.88,2,HIGH,MORT_30_AMI,0.1313,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.91,72.88,3,LOW,deprivation_index,0.0982,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.19,72.88,1,HIGH,OP_18b,0.2566,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.19,72.88,2,LOW,deprivation_index,0.1278,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.19,72.88,3,HIGH,MORT_30_AMI,0.1266,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,1,MEDIUM,bed_count,0.203,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.85,72.88,2,HIGH,MORT_30_AMI,0.1428,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,3,LOW,deprivation_index,0.0989,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.82,72.88,1,MEDIUM,bed_count,0.1664,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.82,72.88,2,HIGH,MORT_30_AMI,0.1412,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.82,72.88,3,LOW,deprivation_index,0.0953,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.84,72.88,1,HIGH,OP_18b,0.2323,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.84,72.88,2,LOW,deprivation_index,0.1708,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.84,72.88,3,HIGH,MORT_30_AMI,0.1037,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.92,72.88,1,MEDIUM,bed_count,0.1963,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.92,72.88,2,HIGH,MORT_30_AMI,0.1429,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.92,72.88,3,LOW,deprivation_index,0.1001,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.72,72.88,1,HIGH,OP_18b,0.2381,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.72,72.88,2,LOW,deprivation_index,0.1684,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.72,72.88,3,HIGH,avg_er_wait_minutes,0.1059,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.73,72.88,1,MEDIUM,bed_count,1.3235,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.73,72.88,2,HIGH,hospital_overall_rating,-0.1949,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.73,72.88,3,HIGH,MORT_30_AMI,0.1048,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.71,72.88,1,MEDIUM,bed_count,1.2942,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.71,72.88,2,HIGH,hospital_overall_rating,-0.1946,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.71,72.88,3,HIGH,MORT_30_AMI,0.1195,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.1,72.88,1,LOW,deprivation_index,0.1581,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.1,72.88,2,HIGH,OP_18b,0.1459,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.1,72.88,3,HIGH,MORT_30_AMI,0.119,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.96,72.88,1,MEDIUM,bed_count,0.7554,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.96,72.88,2,LOW,deprivation_index,0.1275,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.96,72.88,3,HIGH,hospital_overall_rating,-0.1119,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.37,72.88,1,MEDIUM,bed_count,1.3906,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.37,72.88,2,HIGH,hospital_overall_rating,-0.1615,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
